# StarID X Y Z
11716 82.74138 64.38919 -54.58862
11780 102.12924 79.9943 70.63226
11793 61.53672 48.29465 -39.86288
11841 62.77737 49.55378 130.32046
11875 63.21476 50.10697 27.58627
11920 83.02694 66.14662 -65.11235
11929 84.78013 67.61502 76.35569
11932 96.61223 77.1022 0.77995
11940 96.89358 77.3713 25.46346
12005 97.10962 78.06566 -68.20838
12024 94.28483 75.9478 -19.93591
12081 85.41362 69.19242 12.39301
12193 20.91055 17.14626 -35.29617
12197 55.28745 45.35472 -75.74259
12244 28.17583 23.25969 141.5599
12300 75.82631 62.96152 39.7431
12301 77.5001 64.35248 -47.75864
12323 47.84273 39.81102 119.94856
12381 22.33201 18.70537 -27.06218
12408 96.47732 81.06175 37.87
12419 101.53195 85.42864 75.98163
12456 48.70928 41.12025 32.56542
12510 55.01589 46.74024 127.87271
12538 89.65487 76.35612 59.85199
12564 49.64471 42.39118 136.22308
12597 93.23409 79.84849 -35.24864
12607 74.01675 63.42063 35.49896
12614 97.35463 83.50382 24.33199
12623 19.85346 17.046 48.38262
12673 18.99188 16.40812 1.4191
12680 97.82099 84.57368 -64.50659
12692 44.22558 38.30554 55.59611
12700 96.67025 83.80097 49.48759
12711 73.43901 63.75753 46.67626
12742 56.87257 49.51556 -98.52387
12753 68.04227 59.32674 -57.56558
12788 35.40678 31.00389 115.46551
12799 28.07984 24.61636 8.24163
12826 74.32434 65.35668 -36.81088
12843 25.83238 22.76273 -83.60372
12868 83.65277 73.91319 96.73386
12904 66.92874 59.40942 109.01556
12925 18.97151 16.88373 97.55491
12942 107.10386 95.4944 31.18351
12957 28.56968 25.51287 27.37672
13030 50.03995 45.02533 98.36087
13040 76.89199 69.24349 -65.3795
13088 94.69772 85.83991 60.11171
13100 16.11517 14.62838 58.62976
13108 17.14373 15.57538 -45.08205
13141 91.8456 83.74002 -74.12984
13142 70.14248 63.96175 63.8753
13200 103.01057 94.68809 -12.20782
13207 93.60502 86.09949 79.38823
13225 76.33727 70.32662 97.86094
13237 56.24195 51.89687 -64.05994
13238 76.3271 70.45438 -44.15054
13269 73.23477 67.82445 -103.34372
13313 33.61163 31.27905 74.38306
13376 73.21189 68.66951 114.7265
13379 27.42293 25.73078 137.81898
13380 70.67716 66.32715 -85.42727
13387 72.33025 67.9491 -16.50277
13397 25.23139 23.72704 61.14612
13454 62.52925 59.17162 117.63698
13492 90.58147 86.11587 11.04092
13535 43.38616 41.47005 -39.76236
13545 66.11584 63.24768 29.26146
13563 54.70953 52.46946 130.397
13594 56.06898 53.92095 54.00291
13641 81.76173 79.04128 -55.95721
13648 89.82912 86.92453 8.84712
13683 41.43172 40.22876 -3.74681
13689 100.21726 97.42949 54.85489
13695 56.06627 54.53031 130.5756
13708 37.68316 36.68461 -136.18353
