   86 Semele             E. Bowell        8.54  0.15 0.71 120.6 C       0   0   0   0   0   0 46497  210 20000226 180.384919 305.007471  87.073955  4.802050 0.20486254   3.11824073 19990823 8.3E-02  3.6E-04 20000121 1.1E-01 20000419 1.9E-01 20081120 1.9E-01 20081120
   87 Sylvia             E. Bowell        6.94  0.15 0.70 260.9 PC      0   0   0   0   0   0 29768  500 20000226 109.397295 267.363991  73.343704 10.859172 0.07992833   3.48634037 19991220 5.9E-02 -1.7E-04 20000121 5.3E-02 20010222 9.1E-02 20040913 9.3E-02 20100803
   88 Thisbe             E. Bowell        7.04  0.14 0.66 200.6         0   0   0   0   0   0 48566  811 20000226 352.254764  35.155938 276.891521  5.222565 0.16138838   2.76822932 19991120 2.5E-02 -1.5E-05 20000121 5.8E-02 20000930 6.6E-02 20040629 6.6E-02 20040629
   89 Julia              E. Bowell        6.60  0.15 0.88 151.5 S       0   0   0   0   0   9 48403  480 20000226 244.722735  44.684882 311.700155 16.135168 0.18155429   2.55164503 19990830 5.0E-02  2.0E-04 20000121 9.1E-02 20000528 9.5E-02 20051023 1.1E-01 20091008
   90 Antiope            E. Bowell        8.27  0.15 0.69 120.1 C       0   0   0   0   0   9 48526  351 20000226   1.625380 238.206406  70.746190  2.233652 0.15524340   3.15340265 19990908 5.7E-02 -4.8E-05 20000121 1.2E-01 20000930 1.4E-01 20050722 1.4E-01 20050722
   91 Aegina             E. Bowell        8.84  0.15 0.73 109.8         0   0   0   0   0   9 48624  296 20000226 313.401181  72.545571  10.972414  2.115062 0.10605018   2.59147357 20000118 6.0E-02 -1.6E-04 20000121 1.3E-01 20010119 1.5E-01 20081203 1.5E-01 20081203
   92 Undina             E. Bowell        6.61  0.15 0.73 126.4 M       0   0   0   0   0   0 47017  215 20000226  42.705074 244.535421 101.940529  9.897822 0.09733237   3.19817906 19991220 9.4E-02 -3.8E-04 20000121 1.5E-01 20001223 2.1E-01 20090530 2.1E-01 20090530
   93 Minerva            E. Bowell        7.7   0.15 0.73 141.0 C?      0   0   4   0   0   0 36455  270 20000226  49.547360 273.515149   4.569032  8.562075 0.13999899   2.75391908 19990908 6.9E-02 -2.9E-04 20000121 1.1E-01 20001029 2.3E-01 20080602 2.3E-01 20080602
   94 Aurora             E. Bowell        7.57  0.15 0.66 204.9 C       0   0  16   0   0   0 46337  155 20000226 164.367103  57.092046   2.862580  7.981110 0.08316821   3.16328749 19990823 1.1E-01  3.8E-04 20000121 1.8E-01 20000531 2.1E-01 20081218 2.0E-01 20081218
   95 Arethusa           E. Bowell        7.84  0.15 0.71 136.0 C       0   0   0   0   0   0 46252  124 20000226 229.291716 154.376072 243.440599 12.986978 0.14499478   3.07137622 19990823 1.1E-01  3.4E-04 20000121 2.1E-01 20000619 3.0E-01 20010920 2.9E-01 20010920
   96 Aegle              E. Bowell        7.67  0.15 0.77 169.9         0   0   0   0   0   0 47172  154 20000226 255.561901 205.510318 321.963830 15.924997 0.13228934   3.06242760 19991102 9.0E-02 -3.8E-04 20000121 2.5E-01 20010123 3.5E-01 20070406 3.4E-01 20070406
   97 Klotho             E. Bowell        7.63  0.15 0.70  82.8 M       0   0   0   0   0   0 47047  544 20000226 168.842005 268.834041 159.811647 11.775891 0.25607687   2.66977405 19990830 3.4E-02  9.8E-05 20000121 5.7E-02 20000605 1.2E-01 20061216 1.2E-01 20061216
   98 Ianthe             E. Bowell        8.84  0.15 0.75 104.5 C       0   0   0   0   0  10 47077  112 20000226 358.772508 158.678720 354.170132 15.613272 0.18855570   2.68518195 19991120 2.9E-01  1.7E-03 20000121 3.2E-01 20000222 3.2E-01 20000222 2.9E-01 20000222
   99 Dike               E. Bowell        9.43  0.15 0.70  71.9         0   0   0   0   0   0 30391   73 20000226  98.998383 194.822116  41.868008 13.904274 0.19882316   2.66153304 19990823 1.3E-01 -5.0E-04 20000121 2.0E-01 20001103 4.9E-01 20030529 4.9E-01 20030529
