exoplanet_name,distance_ly,star_brightness,planet_type,discovery_year,mass_multiplier,mass_unit,radius_multiplier,radius_unit,orbit_radius_au,orbit_period_days,eccentricity,detection_method,mass_earth_multiplier,radius_earth_multiplier,mass_earth_kg,radius_earth_m,exoplanet_volume_m3,exoplanet_density_kg_m3
Kepler-1852 b,2520.0,15.726,Super earth,2021,4.22,Earth,1.886,Earth,0.0762,0.021902807,0.0,Transit,4.22,1.886,2.520184e+25,12015706.0,7.26668759636059e+21,3468.133130234188
Kepler-1853 b,1834.0,15.229,Super earth,2021,2.92,Earth,1.519,Earth,0.2395,0.13388091,0.0,Transit,2.92,1.519,1.743824e+25,9677549.0,3.796511730792545e+21,4593.22695056171
Kepler-1854 b,1381.0,14.381,Neptune-like,2021,7.21,Earth,0.231,Jupiter,0.2119,0.10896646,0.0,Transit,7.21,2.589279,4.3058120000000005e+25,16496296.509,1.880390167970811e+22,2289.850305187747
Kepler-1855 b,,16.556,Super earth,2021,1.96,Earth,1.216,Earth,0.0115,0.0019164955,0.0,Transit,1.96,1.216,1.170512e+25,7747136.0,1.9476555347119372e+21,6009.851224401041
Kepler-1856 b,2769.0,15.621,Super earth,2021,3.66,Earth,1.734,Earth,0.0215,0.003559206,0.0,Transit,3.66,1.734,2.1857520000000002e+25,11047314.0,5.647532046474594e+21,3870.278171089671
Kepler-1857 b,2783.0,14.36,Super earth,2021,4.5,Earth,1.961,Earth,0.0807,0.02436687,0.0,Transit,4.5,1.961,2.6874000000000003e+25,12493531.0,8.16853558925425e+21,3289.9409822432417
Kepler-1858 b,2717.0,15.959,Neptune-like,2021,6.44,Earth,0.216,Jupiter,0.3575,0.24120465,0.0,Transit,6.44,2.421144,3.8459680000000006e+25,15425108.424,1.53735188784769e+22,2501.68359658009
Kepler-1859 b,4343.0,15.178,Super earth,2021,3.13,Earth,1.583,Earth,0.0394,0.0073921974,0.0,Transit,3.13,1.583,1.869236e+25,10085293.0,4.296889339176291e+21,4350.207446483438
Kepler-185 b,1522.0,14.562,Super earth,2014,1.71,Earth,1.17,Earth,0.026,0.0043805614,0.0,Transit,1.71,1.17,1.021212e+25,7454070.0,1.7348782797100781e+21,5886.361089094149
Kepler-185 c,1522.0,14.562,Super earth,2014,4.74,Earth,2.02,Earth,0.139,0.056673512,0.0,Transit,4.74,2.02,2.830728e+25,12869420.0,8.928233357064774e+21,3170.5354091804606
Kepler-1860 b,1431.0,13.569,Super earth,2021,1.55,Earth,1.139,Earth,0.1021,0.034770705,0.0,Transit,1.55,1.139,9.256600000000001e+24,7256569.0,1.6005992047683756e+21,5783.209170930166
Kepler-1861 b,2707.0,13.709,Neptune-like,2021,5.5,Earth,2.207,Earth,0.2408,0.10951403,0.0,Transit,5.5,2.207,3.2846e+25,14060796.999999998,1.1644435082258663e+22,2820.7465427020857
Kepler-1862 b,4019.0,15.847,Neptune-like,2021,5.49,Earth,2.203,Earth,0.1199,0.044079397,0.0,Transit,5.49,2.203,3.278628e+25,14035312.999999998,1.1581236115608827e+22,2830.982778756378
Kepler-1863 b,2823.0,13.64,Neptune-like,2021,5.74,Earth,0.202,Jupiter,0.2555,0.123203285,0.0,Transit,5.74,2.264218,3.4279280000000004e+25,14425332.878,1.2573788194455262e+22,2726.2491995146174
Kepler-1864 b,975.0,12.123,Terrestrial,2021,0.353,Earth,0.754,Earth,0.0488,0.010677618,0.0,Transit,0.353,0.754,2.108116e+24,4803734.0,4.643286295072602e+20,4540.1378808735235
Kepler-1865 b,3008.0,15.468,Super earth,2021,3.11,Earth,1.577,Earth,0.0344,0.0068446267,0.0,Transit,3.11,1.577,1.857292e+25,10047067.0,4.24821516123327e+21,4371.934870315802
Kepler-1866 b,3186.0,14.418,Super earth,2021,4.99,Earth,2.082,Earth,0.1016,0.032032855,0.0,Transit,4.99,2.082,2.9800280000000004e+25,13264421.999999998,9.775829086426798e+21,3048.363441764347
Kepler-1867 b,2220.0,13.549,Super earth,2021,1.65,Earth,1.16,Earth,0.0872,0.027104722,0.0,Transit,1.65,1.16,9.8538e+24,7390359.999999999,1.6907733436768686e+21,5827.9840032084185
Kepler-1868 b,894.0,14.157,Neptune-like,2021,10.1,Earth,0.281,Jupiter,0.6266,0.5776865,0.0,Transit,10.1,3.1497290000000002,6.03172e+25,20066923.459000003,3.384784252173508e+22,1782.0101816317501
Kepler-1869 b,369.0,10.31,Super earth,2021,1.46,Earth,1.12,Earth,0.0791,0.022450376,0.0,Transit,1.46,1.12,8.71912e+24,7135520.000000001,1.5218277272702715e+21,5729.3738599701
Kepler-186 b,579.0,15.138,Super earth,2014,1.24,Earth,1.07,Earth,0.0343,0.010677618,0.0,Transit,1.24,1.07,7.40528e+24,6816970.0,1.3269750510334724e+21,5580.572139794665
Kepler-186 c,579.0,15.138,Super earth,2014,2.1,Earth,1.25,Earth,0.0451,0.019986311,0.0,Transit,2.1,1.25,1.25412e+25,7963750.0,2.1156385094643624e+21,5927.855795730993
Kepler-186 d,579.0,15.138,Super earth,2014,2.54,Earth,1.4,Earth,0.0781,0.036413416,0.0,Transit,2.54,1.4,1.516888e+25,8919400.0,2.972319779824748e+21,5103.3809023383
Kepler-186 e,579.0,15.138,Super earth,2014,2.15,Earth,1.27,Earth,0.11,0.061327856,0.0,Transit,2.15,1.27,1.28398e+25,8091170.0,2.2188226339492552e+21,5786.762674737367
Kepler-186 f,579.0,15.138,Super earth,2014,1.71,Earth,1.17,Earth,0.432,0.3556468,0.04,Transit,1.71,1.17,1.021212e+25,7454070.0,1.7348782797100781e+21,5886.361089094149
Kepler-1870 b,1328.0,13.566,Neptune-like,2021,5.07,Earth,2.101,Earth,0.0453,0.009856262,0.0,Transit,5.07,2.101,3.0278040000000005e+25,13385471.0,1.0045916909705177e+22,3013.964805019335
Kepler-1871 b,2788.0,14.822,Neptune-like,2021,6.44,Earth,0.216,Jupiter,0.0308,0.0054757018,0.0,Transit,6.44,2.421144,3.8459680000000006e+25,15425108.424,1.53735188784769e+22,2501.68359658009
Kepler-1872 b,2741.0,15.966,Neptune-like,2021,6.28,Earth,0.213,Jupiter,0.0465,0.010403832,0.0,Transit,6.28,2.387517,3.7504160000000004e+25,15210870.807,1.4741811115704692e+22,2544.067326981704
Kepler-1873 b,2678.0,15.889,Super earth,2021,3.28,Earth,1.626,Earth,0.0128,0.0016427105,0.0,Transit,3.28,1.626,1.958816e+25,10359246.0,4.6566441168045185e+21,4206.497105783077
Kepler-1874 b,1331.0,15.434,Neptune-like,2021,5.52,Earth,2.211,Earth,0.2633,0.15496235,0.0,Transit,5.52,2.211,3.296544e+25,14086281.0,1.170786355012439e+22,2815.6665696406894
Kepler-1875 b,5416.0,15.201,Neptune-like,2021,10.5,Earth,0.288,Jupiter,0.2039,0.09445585,0.0,Transit,10.5,3.2281919999999995,6.2706000000000005e+25,20566811.231999997,3.644093363787115e+22,1720.75722930526
Kepler-1876 b,848.0,10.793,Terrestrial,2021,0.905,Earth,0.98,Earth,0.0735,0.019164955,0.0,Transit,0.905,0.98,5.404660000000001e+24,6243580.0,1.0195056844798885e+21,5301.255385110721
Kepler-1877 b,931.0,12.29,Terrestrial,2021,0.179,Earth,0.624,Earth,0.0351,0.006570842,0.0,Transit,0.179,0.624,1.068988e+24,3975504.0,2.6318746050712886e+20,4061.6980685181416
Kepler-1878 b,4874.0,15.587,Neptune-like,2021,8.86,Earth,0.261,Jupiter,0.0521,0.012046544,0.0,Transit,8.86,2.925549,5.291192e+25,18638672.679,2.712273957806519e+22,1950.8324314993292
Kepler-1879 b,2046.0,12.825,Super earth,2021,4.92,Earth,2.065,Earth,0.0953,0.02902122,0.0,Transit,4.92,2.065,2.9382240000000003e+25,13156115.0,9.538313500947294e+21,3080.443937713089
Kepler-187 b,3728.0,14.297,Super earth,2014,2.57,Earth,1.41,Earth,0.059,0.013415469,0.0,Transit,2.57,1.41,1.534804e+25,8983110.0,3.03646837664727e+21,5054.569353673495
Kepler-187 c,3728.0,14.297,Neptune-like,2014,7.61,Earth,0.238,Jupiter,0.099,0.02902122,0.0,Transit,7.61,2.6677419999999996,4.5446920000000006e+25,16996184.281999998,2.056567191527527e+22,2209.8436748008244
Kepler-1880 b,1993.0,16.088,Neptune-like,2021,5.13,Earth,2.117,Earth,0.054,0.017248461,0.0,Transit,5.13,2.117,3.0636360000000003e+25,13487407.0,1.0277180841205386e+22,2981.0081649207154
Kepler-1881 b,3449.0,15.898,Neptune-like,2021,9.17,Earth,0.266,Jupiter,0.5368,0.4364134,0.0,Transit,9.17,2.981594,5.476324e+25,18995735.373999998,2.8711570052284366e+22,1907.357901371294
Kepler-1882 b,1446.0,12.516,Super earth,2021,2.81,Earth,1.487,Earth,0.1151,0.03778234,0.0,Transit,2.81,1.487,1.6781320000000002e+25,9473677.0,3.5615933364558684e+21,4711.7451136908985
Kepler-1883 b,4494.0,15.642,Neptune-like,2021,10.6,Earth,0.29,Jupiter,0.4438,0.28309378,0.0,Transit,10.6,3.2506099999999996,6.33032e+25,20709636.31,3.7205404085137418e+22,1701.45175295349
Kepler-1884 b,4707.0,15.433,Super earth,2021,3.95,Earth,1.814,Earth,0.0845,0.024640657,0.0,Transit,3.95,1.814,2.3589400000000003e+25,11556994.0,6.465814974809374e+21,3648.325863314001
Kepler-1885 b,2670.0,14.851,Super earth,2021,2.89,Earth,1.511,Earth,0.036,0.0068446267,0.0,Transit,2.89,1.511,1.7259080000000001e+25,9626581.0,3.736842705844845e+21,4618.626299952322
Kepler-1886 b,3456.0,15.627,Neptune-like,2021,7.18,Earth,0.23,Jupiter,0.16,0.06652977,0.0,Transit,7.18,2.57807,4.287896e+25,16424883.969999999,1.8560750809949852e+22,2310.195338488888
Kepler-1887 b,4456.0,15.955,Neptune-like,2021,8.88,Earth,0.261,Jupiter,0.1421,0.05448323,0.0,Transit,8.88,2.925549,5.303136000000001e+25,18638672.679,2.712273957806519e+22,1955.2361164462807
Kepler-1888 b,1314.0,12.099,Super earth,2021,2.32,Earth,1.326,Earth,0.0956,0.031211497,0.0,Transit,2.32,1.326,1.385504e+25,8447946.0,2.525468737249071e+21,5486.126118152602
Kepler-1889 b,4551.0,15.715,Neptune-like,2021,8.98,Earth,0.263,Jupiter,0.2082,0.10212183,0.0,Transit,8.98,2.9479670000000002,5.362856000000001e+25,18781497.757000003,2.775104090074875e+22,1932.488233209049
Kepler-188 b,3159.0,14.719,Super earth,2014,3.46,Earth,1.68,Earth,0.032,0.0057494864,0.0,Transit,3.46,1.68,2.066312e+25,10703280.0,5.136168579537165e+21,4023.061097005896
Kepler-188 c,3159.0,14.719,Neptune-like,2014,10.3,Earth,0.285,Jupiter,0.066,0.016427105,0.0,Transit,10.3,3.1945649999999994,6.15116e+25,20352573.614999995,3.5313975556289975e+22,1741.848631626065
Kepler-1890 b,1728.0,12.916,Terrestrial,2021,0.587,Earth,0.869,Earth,0.0563,0.013141684,0.0,Transit,0.587,0.869,3.505564e+24,5536399.0,7.108381925044438e+20,4931.592079554849
Kepler-1891 b,1945.0,14.412,Super earth,2021,2.93,Earth,1.521,Earth,0.0473,0.0109514035,0.0,Transit,2.93,1.521,1.7497960000000002e+25,9690291.0,3.8115275805230414e+21,4590.799785738091
Kepler-1892 b,2778.0,15.592,Super earth,2021,4.03,Earth,1.837,Earth,0.0633,0.017248461,0.0,Transit,4.03,1.837,2.4067160000000004e+25,11703527.0,6.714889857752275e+21,3584.1481408983504
Kepler-1893 b,3427.0,15.152,Super earth,2021,3.55,Earth,1.706,Earth,0.0504,0.011498973,0.0,Transit,3.55,1.706,2.12006e+25,10868926.0,5.37834311704013e+21,3941.845943749931
Kepler-1894 b,3051.0,15.452,Super earth,2021,1.87,Earth,1.201,Earth,0.0385,0.007665982,0.0,Transit,1.87,1.201,1.1167640000000002e+25,7651571.0,1.8764649068183434e+21,5951.42491576642
Kepler-1895 b,3210.0,15.787,Neptune-like,2021,5.14,Earth,2.119,Earth,0.0615,0.01670089,0.0,Transit,5.14,2.119,3.069608e+25,13500149.000000002,1.030633594680327e+22,2978.369825943918
Kepler-1896 b,5653.0,15.844,Neptune-like,2021,9.8,Earth,0.277,Jupiter,0.2529,0.122929506,0.0,Transit,9.8,3.104893,5.852560000000001e+25,19781273.303,3.242286135813018e+22,1805.07202475282
Kepler-1897 b,3207.0,16.01,Neptune-like,2021,8.32,Earth,0.251,Jupiter,0.1546,0.066255994,0.0,Transit,8.32,2.813459,4.968704000000001e+25,17924547.289,2.4123104405867544e+22,2059.7282656503553
Kepler-1898 b,1177.0,13.387,Terrestrial,2021,0.76,Earth,0.934,Earth,0.0522,0.013141684,0.0,Transit,0.76,0.934,4.5387200000000004e+24,5950514.0,8.825758776438692e+20,5142.583334723128
Kepler-1899 b,2321.0,16.136,Super earth,2021,3.02,Earth,1.551,Earth,0.0457,0.011225188,0.0,Transit,3.02,1.551,1.803544e+25,9881421.0,4.0415394093175165e+21,4462.517415621488
Kepler-189 b,1930.0,14.971,Super earth,2014,1.92,Earth,1.21,Earth,0.088,0.028473647,0.0,Transit,1.92,1.21,1.146624e+25,7708910.0,1.91896712881418e+21,5975.2143889434565
Kepler-189 c,1930.0,14.971,Super earth,2014,22.7,Earth,0.212,Jupiter,0.137,0.0550308,0.0,Transit,22.7,2.376308,1.355644e+26,15139458.268,1.4535153241826735e+22,9326.657775433448
Kepler-18 b,1413.0,13.771,Super earth,2011,6.9,Earth,2.0,Earth,0.0447,0.009582478,0.0,Transit,6.9,2.0,4.12068e+25,12742000.0,8.665655334766029e+21,4755.185662033093
Kepler-18 c,1413.0,13.771,Neptune-like,2011,17.3,Earth,0.49,Jupiter,0.0752,0.020807665,0.0,Transit,17.3,5.49241,1.0331560000000001e+26,34992144.11,1.794734751409378e+23,575.6594389163515
Kepler-18 d,1413.0,13.771,Neptune-like,2011,16.4,Earth,0.623,Jupiter,0.1172,0.040793974,0.0,Transit,16.4,6.983207,9.794079999999999e+25,44490011.797,3.68872409028081e+23,265.51403033384395
Kepler-1900 b,5025.0,15.502,Super earth,2021,3.27,Earth,1.623,Earth,0.042,0.008213553,0.0,Transit,3.27,1.623,1.952844e+25,10340133.0,4.630916859573653e+21,4216.970546475734
Kepler-1901 b,3355.0,15.097,Super earth,2021,2.77,Earth,1.474,Earth,0.0453,0.009582478,0.0,Transit,2.77,1.474,1.6542440000000002e+25,9390854.0,3.468996607444263e+21,4768.652688936304
Kepler-1902 b,1123.0,16.113,Super earth,2021,1.74,Earth,1.176,Earth,0.0385,0.010403832,0.0,Transit,1.74,1.176,1.039128e+25,7492296.0,1.7617058227812473e+21,5898.419512285563
Kepler-1903 b,5791.0,15.456,Neptune-like,2021,5.85,Earth,0.204,Jupiter,0.1321,0.04681725,0.0,Transit,5.85,2.2866359999999997,3.49362e+25,14568157.955999998,1.295097706617918e+22,2697.5725322867042
Kepler-1904 b,884.0,16.367,Super earth,2021,2.51,Earth,1.39,Earth,0.0436,0.012594113,0.0,Transit,2.51,1.39,1.498972e+25,8855690.0,2.909081076812376e+21,5152.733665444957
Kepler-1905 b,3430.0,15.086,Super earth,2021,2.69,Earth,1.446,Earth,0.0451,0.009308693,0.0,Transit,2.69,1.446,1.606468e+25,9212466.0,3.275037698233037e+21,4905.189338329537
Kepler-1906 b,4438.0,15.322,Neptune-like,2021,8.13,Earth,0.248,Jupiter,0.0738,0.020260096,0.0,Transit,8.13,2.779832,4.855236000000001e+25,17710309.672,2.3268429655474526e+22,2086.6195406778024
Kepler-1907 b,953.0,13.989,Terrestrial,2021,0.589,Earth,0.87,Earth,0.0565,0.015605749,0.0,Transit,0.589,0.87,3.517508e+24,5542770.0,7.132950043636792e+20,4931.350953646341
Kepler-1907 c,953.0,13.989,Super earth,2021,1.63,Earth,1.155,Earth,0.1076,0.040793974,0.0,Transit,1.63,1.155,9.73436e+24,7358505.0,1.6690039988681557e+21,5832.436594880187
Kepler-1909 b,2491.0,15.933,Super earth,2021,1.33,Earth,1.092,Earth,0.0306,0.006570842,0.0,Transit,1.33,1.092,7.942760000000001e+24,6957132.000000001,1.4105202961553943e+21,5631.085225536493
Kepler-190 b,1414.0,14.336,Super earth,2014,3.05,Earth,1.56,Earth,0.03,0.0054757018,0.0,Transit,3.05,1.56,1.82146e+25,9938760.0,4.1123040704238883e+21,4429.293089244365
Kepler-190 c,1414.0,14.336,Super earth,2014,2.73,Earth,1.46,Earth,0.045,0.010403832,0.0,Transit,2.73,1.46,1.6303560000000001e+25,9301660.0,3.371087241364676e+21,4836.2913305678885
Kepler-1910 b,,16.092,Super earth,2021,1.78,Earth,1.184,Earth,0.0536,0.015605749,0.0,Transit,1.78,1.184,1.063016e+25,7543264.0,1.7979041368961175e+21,5912.528806097413
Kepler-1911 b,880.0,12.245,Super earth,2021,1.01,Earth,1.011,Earth,0.0636,0.016427105,0.0,Transit,1.01,1.011,6.03172e+24,6441080.999999999,1.1193473909608843e+21,5388.604153373847
Kepler-1912 b,969.0,12.36,Super earth,2021,2.41,Earth,1.357,Earth,0.0646,0.01670089,0.0,Transit,2.41,1.357,1.4392520000000001e+25,8645447.0,2.7067675887119704e+21,5317.235236605134
Kepler-1913 b,2858.0,14.814,Super earth,2021,2.92,Earth,1.519,Earth,0.1209,0.03887748,0.0,Transit,2.92,1.519,1.743824e+25,9677549.0,3.796511730792545e+21,4593.22695056171
Kepler-1914 b,5290.0,15.911,Neptune-like,2021,8.97,Earth,0.263,Jupiter,0.1954,0.084325805,0.0,Transit,8.97,2.9479670000000002,5.356884000000001e+25,18781497.757000003,2.775104090074875e+22,1930.3362418580368
Kepler-1915 b,4941.0,16.261,Neptune-like,2021,10.4,Earth,0.287,Jupiter,0.114,0.03778234,0.0,Transit,10.4,3.2169829999999995,6.210880000000001e+25,20495398.692999996,3.606265708509787e+22,1722.2469174537102
Kepler-1916 b,6706.0,15.779,Neptune-like,2021,7.35,Earth,0.234,Jupiter,0.2053,0.08569473,0.0,Transit,7.35,2.622906,4.38942e+25,16710534.126,1.954607695371166e+22,2245.678255741483
Kepler-1917 b,2965.0,15.474,Super earth,2021,4.23,Earth,1.89,Earth,0.103,0.035318274,0.0,Transit,4.23,1.89,2.5261560000000005e+25,12041190.0,7.313021278286314e+21,3454.326062882677
Kepler-1918 b,3360.0,15.533,Neptune-like,2021,5.89,Earth,0.205,Jupiter,0.2524,0.12895277,0.0,Transit,5.89,2.2978449999999997,3.517508e+25,14639570.494999997,1.3142367742382605e+22,2676.4644460955437
Kepler-1919 b,3841.0,16.161,Neptune-like,2021,7.38,Earth,0.234,Jupiter,0.2107,0.10376455,0.0,Transit,7.38,2.622906,4.407336e+25,16710534.126,1.954607695371166e+22,2254.844289438387
Kepler-191 b,1939.0,14.987,Super earth,2014,2.36,Earth,1.34,Earth,0.087,0.027104722,0.0,Transit,2.36,1.34,1.409392e+25,8537140.0,2.6063084954502347e+21,5407.617718548434
Kepler-191 c,1939.0,14.987,Super earth,2014,4.12,Earth,1.86,Earth,0.128,0.048459962,0.0,Transit,4.12,1.86,2.460464e+25,11850060.0,6.970280528106398e+21,3529.9354022820507
Kepler-191 d,1939.0,14.987,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.0599,0.01615332,0.0,Transit,5.82,2.275427,3.4757040000000005e+25,14496745.417000001,1.276145360120214e+22,2723.59568793369
Kepler-1920 b,2890.0,14.392,Neptune-like,2021,9.03,Earth,0.264,Jupiter,0.2043,0.08295688,0.0,Transit,9.03,2.9591760000000003,5.392716e+25,18852910.296,2.8068797842596364e+22,1921.2493638812618
Kepler-1921 b,3030.0,13.103,Neptune-like,2021,8.72,Earth,0.258,Jupiter,0.1557,0.054757014,0.0,Transit,8.72,2.891922,5.207584000000001e+25,18424435.062,2.6198181701625997e+22,1987.7654332311126
Kepler-1922 b,4385.0,15.388,Neptune-like,2021,5.86,Earth,0.204,Jupiter,0.1077,0.03613963,0.0,Transit,5.86,2.2866359999999997,3.4995920000000003e+25,14568157.955999998,1.295097706617918e+22,2702.1837673846303
Kepler-1923 b,3232.0,14.454,Super earth,2021,4.5,Earth,1.96,Earth,0.2846,0.14401095,0.0,Transit,4.5,1.96,2.6874000000000003e+25,12487160.0,8.156045475839108e+21,3294.979175828487
Kepler-1924 b,6233.0,15.084,Neptune-like,2021,7.53,Earth,0.237,Jupiter,0.1216,0.041889116,0.0,Transit,7.53,2.6565329999999996,4.496916e+25,16924771.742999997,2.0307528437728713e+22,2214.40832339071
Kepler-1925 b,5778.0,15.382,Neptune-like,2021,9.28,Earth,0.268,Jupiter,0.2588,0.12785764,0.0,Transit,9.28,3.004012,5.542016e+25,19138560.452,2.9364081049937423e+22,1887.3452877939835
Kepler-1926 b,2177.0,15.8,Neptune-like,2021,5.97,Earth,0.207,Jupiter,0.2197,0.117453806,0.0,Transit,5.97,2.3202629999999997,3.565284e+25,14782395.572999999,1.3530787340453442e+22,2634.942010610685
Kepler-1927 b,3559.0,13.312,Neptune-like,2021,11.5,Earth,0.304,Jupiter,0.3859,0.2020534,0.0,Transit,11.5,3.407536,6.867800000000001e+25,21709411.856,4.285808707513002e+22,1602.4513618540138
Kepler-1928 b,1065.0,12.679,Super earth,2021,4.63,Earth,1.992,Earth,0.194,0.053661875,0.43,Transit,4.63,1.992,2.765036e+25,12691032.0,8.562082867602964e+21,3229.3964479861406
Kepler-1929 b,1658.0,11.788,Neptune-like,2021,9.65,Earth,0.274,Jupiter,0.2987,0.16262834,0.0,Transit,9.65,3.071266,5.762980000000001e+25,19567035.686,3.1380779010383493e+22,1836.4681125644158
Kepler-192 b,2126.0,14.308,Neptune-like,2014,7.95,Earth,0.244,Jupiter,0.09,0.027104722,0.0,Transit,7.95,2.7349959999999998,4.74774e+25,17424659.516,2.21605998104682e+22,2142.423959913426
Kepler-192 c,2126.0,14.308,Neptune-like,2014,8.2,Earth,0.249,Jupiter,0.15,0.05804244,0.0,Transit,8.2,2.791041,4.8970399999999995e+25,17781722.211,2.35510390918844e+22,2079.330759417533
Kepler-192 d,2126.0,14.308,Super earth,2016,1.04,Earth,1.02,Earth,0.0668,0.01779603,0.0,Transit,1.04,1.02,6.210880000000001e+24,6498420.0,1.1495078458120485e+21,5403.077519329535
Kepler-1930 b,899.0,13.447,Super earth,2021,2.95,Earth,1.53,Earth,0.1025,0.03559206,0.0,Transit,2.95,1.53,1.7617400000000003e+25,9747630.0,3.8795889796156637e+21,4541.048057556162
Kepler-1931 b,2023.0,12.671,Neptune-like,2021,7.53,Earth,0.237,Jupiter,0.2356,0.10568104,0.0,Transit,7.53,2.6565329999999996,4.496916e+25,16924771.742999997,2.0307528437728713e+22,2214.40832339071
Kepler-1932 b,2328.0,15.286,Super earth,2021,2.91,Earth,1.515,Earth,0.0123,0.0013689254,0.0,Transit,2.91,1.515,1.7378520000000002e+25,9652065.0,3.7665984475117016e+21,4613.849934409822
Kepler-1933 b,1070.0,12.81,Super earth,2021,1.76,Earth,1.18,Earth,0.0561,0.013415469,0.0,Transit,1.76,1.18,1.051072e+25,7517780.0,1.779743626998912e+21,5905.749480178599
Kepler-1934 b,1398.0,12.874,Terrestrial,2021,0.702,Earth,0.913,Earth,0.0245,0.003832991,0.0,Transit,0.702,0.913,4.192344e+24,5816723.0,8.243729960054648e+20,5085.494091041537
Kepler-1935 b,2951.0,14.522,Neptune-like,2021,6.82,Earth,0.223,Jupiter,0.0463,0.0109514035,0.0,Transit,6.82,2.499607,4.072904000000001e+25,15924996.197,1.6917127449432335e+22,2407.5624021716935
Kepler-1936 b,2842.0,13.393,Neptune-like,2021,10.2,Earth,0.282,Jupiter,0.5548,0.34661192,0.0,Transit,10.2,3.160938,6.09144e+25,20138335.998,3.4210494909981716e+22,1780.576403828253
Kepler-1937 b,2952.0,14.163,Neptune-like,2021,9.39,Earth,0.27,Jupiter,0.0943,0.026557151,0.0,Transit,9.39,3.02643,5.607708e+25,19281385.53,3.0026404059525195e+22,1867.5922660879141
Kepler-1938 b,1374.0,15.246,Super earth,2021,4.0,Earth,1.828,Earth,0.0938,0.035865847,0.0,Transit,4.0,1.828,2.3888e+25,11646188.0,6.616677976894572e+21,3610.2709068533873
Kepler-1939 b,619.0,13.622,Super earth,2021,1.68,Earth,1.165,Earth,0.0334,0.007665982,0.0,Transit,1.68,1.165,1.003296e+25,7422215.0,1.712731166489114e+21,5857.872032869187
Kepler-193 b,3292.0,14.712,Neptune-like,2014,6.3,Earth,0.213,Jupiter,0.106,0.031211497,0.0,Transit,6.3,2.387517,3.7623600000000003e+25,15210870.807,1.4741811115704692e+22,2552.169452226868
Kepler-193 c,3292.0,14.712,Neptune-like,2014,8.0,Earth,0.245,Jupiter,0.286,0.13880904,0.0,Transit,8.0,2.746205,4.7776e+25,17496072.055,2.2434184392617226e+22,2129.6071728697393
Kepler-1940 b,2605.0,15.674,Super earth,2021,3.01,Earth,1.547,Earth,0.0525,0.0136892535,0.0,Transit,3.01,1.547,1.797572e+25,9855937.0,4.010350818872367e+21,4482.331050791817
Kepler-1941 b,4875.0,14.943,Neptune-like,2021,7.51,Earth,0.236,Jupiter,0.2054,0.08569473,0.0,Transit,7.51,2.6453239999999996,4.484972e+25,16853359.203999996,2.0051554220283395e+22,2236.7203812376656
Kepler-1942 b,2748.0,14.91,Neptune-like,2021,5.13,Earth,2.117,Earth,0.0516,0.012594113,0.0,Transit,5.13,2.117,3.0636360000000003e+25,13487407.0,1.0277180841205386e+22,2981.0081649207154
Kepler-1943 b,3277.0,13.868,Super earth,2021,3.02,Earth,1.549,Earth,0.0571,0.013415469,0.0,Transit,3.02,1.549,1.803544e+25,9868679.0,4.0259249794447715e+21,4479.82515622716
Kepler-1944 b,3511.0,15.582,Neptune-like,2021,8.05,Earth,0.246,Jupiter,0.0918,0.026830938,0.0,Transit,8.05,2.757414,4.8074600000000005e+25,17567484.594,2.271001145883716e+22,2116.8901692162162
Kepler-1945 b,,13.586,Super earth,2021,2.21,Earth,1.289,Earth,0.0597,0.01670089,0.0,Transit,2.21,1.289,1.319812e+25,8212218.999999999,2.3199048701532853e+21,5689.078103934473
Kepler-1946 b,3269.0,15.508,Neptune-like,2021,6.75,Earth,0.222,Jupiter,0.0394,0.008213553,0.0,Transit,6.75,2.488398,4.031100000000001e+25,15853583.658,1.669056180880252e+22,2415.197311018026
Kepler-1947 b,1529.0,12.973,Super earth,2021,1.01,Earth,1.01,Earth,0.0711,0.019164955,0.0,Transit,1.01,1.01,6.03172e+24,6434710.0,1.1160291696330968e+21,5404.625760797072
Kepler-1948 b,633.0,14.569,Super earth,2021,1.09,Earth,1.033,Earth,0.1022,0.042710472,0.0,Transit,1.09,1.033,6.509480000000001e+24,6581242.999999999,1.1940221658177885e+21,5451.724587995101
Kepler-1949 b,8538.0,15.231,Neptune-like,2021,5.56,Earth,2.22,Earth,0.0352,0.006023272,0.0,Transit,5.56,2.22,3.320432e+25,14143620.000000002,1.1851418871141402e+22,2801.7168544142523
Kepler-194 b,3582.0,14.969,Super earth,2014,2.89,Earth,1.51,Earth,0.032,0.0057494864,0.0,Transit,2.89,1.51,1.7259080000000001e+25,9620210.0,3.729428337561004e+21,4627.808456908762
Kepler-194 c,3582.0,14.969,Neptune-like,2014,7.22,Earth,0.231,Jupiter,0.131,0.047364816,0.0,Transit,7.22,2.589279,4.311784e+25,16496296.509,1.880390167970811e+22,2293.026241810753
Kepler-194 d,3582.0,14.969,Neptune-like,2014,6.35,Earth,0.214,Jupiter,0.275,0.14455852,0.0,Transit,6.35,2.398726,3.79222e+25,15282283.345999999,1.4950418577774898e+22,2536.530987592191
Kepler-1950 b,2274.0,14.845,Super earth,2021,2.95,Earth,1.527,Earth,0.0871,0.02956879,0.0,Transit,2.95,1.527,1.7617400000000003e+25,9728517.0,3.856812586002014e+21,4567.8652014207055
